Positions,P-Value
1045,5.071402336617881e-08
1046,3.8495218164023376e-08
1047,2.5259722592754805e-08
1048,8.073027707399806e-133
1049,3.8495218164023376e-08
1050,3.8495218164023376e-08
1051,3.30539745392123e-08
1052,4.016976568727344e-10
1053,5.671602479956695e-08
1054,4.169624049158666e-08
1055,3.538721422790242e-07
1056,7.25338908455286e-08
1057,5.123972965786986e-07
1058,7.591177084851202e-08
1059,0.0
1060,4.3697742970669444e-16
1061,3.6852629255577954e-08
1062,3.1014008312687505e-08
1063,6.290183496469036e-16
1064,8.311237561591495e-08
1065,2.1566342917885933e-07
1066,1.9336279152252804e-08
1067,5.9164261127497285e-09
1068,1.557249815688979e-33
1069,4.214594256622316e-06
1070,1.541353968915629e-07
1071,5.6643825215561714e-08
1072,5.261768531482848e-08
1073,2.052034932637269e-08
1074,1.8791463611868996e-07
1075,1.2272360744037152e-08
1076,1.1987060191424889e-07
1077,1.271089402250578e-10
1078,3.105487680336042e-07
1079,3.3383929198091926e-08
1080,4.7018700436072003e-07
1081,5.156847182750744e-07
1082,6.969457088651895e-08
1083,1.3260348749720687e-06
1084,1.6589368502835907e-07
1085,9.376827326053596e-10
1086,1.2069965655377803e-06
1087,1.2159577006693287e-19
1088,9.704639995075872e-08
1089,7.44920858474261e-07
1090,8.034422049464613e-07
1091,1.1219693160400454e-17
1092,1.7459639340048097e-07
1093,4.7522453290020054e-07
1094,8.574603147983956e-08
1095,1.773885806171728e-08
1096,1.720723012430479e-07
1097,3.242136649179944e-08
1098,1.830440075732874e-08
1099,1.8091021531867528e-06
1100,5.173037268567673e-08
1101,3.873023832254504e-16
1102,1.8524559008372242e-10
1103,4.430316052427731e-08
1104,7.149843640844842e-07
1105,8.063607785105426e-08
1106,3.0439431490789064e-07
1107,1.5911720614671284e-06
1108,6.379101954045241e-08
1109,5.190542724795142e-08
1110,4.237377724213971e-08
1111,1.4350461764182392e-07
1112,8.439616859614639e-07
1113,4.3760192879049904e-08
1114,1.1594216512291353e-07
1115,1.35750652002709e-07
1116,3.786061943503118e-06
1117,6.335115396431469e-07
1118,1.2324487981622374e-07
1119,6.398578982648411e-07
1120,6.246365680269296e-08
1121,1.766460186311795e-07
1122,2.7969527286530763e-07
1123,3.0757607061538913e-06
1124,9.61597336586558e-08
1125,1.5661516206324174e-07
1126,9.676685947038048e-08
1127,2.1629147057199542e-06
1128,2.7695976934003155e-07
1129,3.0408946355521835e-09
1130,3.982366136410258e-09
1131,3.5267350009947424e-09
1132,3.1018638966659356e-08
1133,2.809625030484259e-09
1134,2.898931072431602e-08
1135,4.964344420052659e-09
1136,1.4427448030326974e-08
1137,2.163979562972554e-07
1138,1.2457197841480145e-08
1139,3.194609487731302e-09
1140,4.487332063847701e-09
1141,7.636996588669328e-09
1142,1.486966493901585e-07
1143,7.978678711105651e-10
1144,8.286315265259623e-10
1145,1.8221240397702309e-09
1146,1.389737043565027e-09
1147,2.576506397451686e-08
1148,2.016716806536003e-10
1149,1.1460229274082901e-08
1150,1.5128126655295917e-09
1151,6.53162113069888e-10
1152,6.53162113069888e-10
1153,6.53162113069888e-10
1154,4.455751178306478e-08
1155,1.0976143093423855e-09
1156,2.690240972395169e-10
1157,7.634262740703662e-09
1158,1.2881806932855191e-08
1159,1.7545569529835135e-08
1160,1.943401026686623e-09
1161,1.1959206584234212e-09
1162,2.536293953737224e-08
1163,1.0951280097467148e-07
1164,1.336913067772703e-09
1165,1.0247803000406581e-07
1166,9.98978230420055e-10
1167,1.6782055297832142e-08
1168,8.46017450466619e-11
1169,1.0730410729006059e-09
1170,2.1882907838535225e-09
1171,3.4946022665917866e-09
1172,2.8877812030965103e-07
1173,4.589717307229411e-09
1174,1.0596058447494578e-08
1175,4.589717307229411e-09
1176,9.36470409285661e-09
1177,1.3633510414401657e-08
1178,1.586384369074442e-08
1179,2.4107298968852942e-08
1180,5.048537248534633e-07
1181,5.283033006184819e-11
1182,3.1963434712549955e-08
1183,1.4729160264329536e-09
1184,9.075460398651354e-10
1185,8.648326370965434e-10
1186,1.5706207028034742e-10
1187,5.610731514026704e-11
1188,5.746292721127079e-10
1189,3.1533555250920684e-10
1190,4.426907672205939e-37
1191,1.2854962208291003e-56
1192,1.3819209332359966e-11
1193,3.6732390561414154e-10
1194,2.60304089607746e-13
1195,7.640022196800366e-10
1196,1.511999876349126e-10
1197,1.0046620452168736e-09
1198,7.15446236207353e-08
1199,3.6917246787947465e-10
1200,1.8073321897515882e-10
1201,4.241508384325261e-10
1202,5.734739775919649e-10
1203,5.535389433741808e-11
1204,1.2235003086580075e-09
1205,4.5284769040095273e-10
1206,3.0626026785276574e-10
1207,3.0626026785276574e-10
1208,1.0384233942569668e-08
1209,3.4071442719050037e-09
1210,2.299044366651241e-10
1211,1.0820637901893584e-10
1212,7.868197459600747e-11
1213,2.6336106707430676e-10
1214,5.868403492739079e-10
1215,3.385322653269399e-11
1216,6.108215117328194e-10
1217,4.900862921863893e-10
1218,1.668436373100437e-10
1219,9.363691137700702e-11
1220,4.347097061019849e-11
1221,1.2079240868589263e-10
1222,3.100506305001121e-10
1223,7.380449654887191e-08
1224,4.5987923345921934e-11
1225,1.4773395261502952e-09
1226,2.4114825673133986e-10
1227,8.324697695572126e-11
1228,3.0357398746689654e-11
1229,6.166162493971136e-13
1230,1.3128813725303204e-10
1231,2.0171996271038723e-45
1232,8.994231940380913e-12
1233,1.8831670917740597e-11
1234,1.3155899322184662e-10
1235,2.2970725783343395e-12
1236,2.234773959647124e-11
1237,2.607217428181302e-11
1238,1.5291718591243946e-12
1239,6.655243426890509e-12
1240,5.628485717464208e-12
1241,1.2678921209389961e-11
1242,2.2557500892583457e-10
1243,2.396410747178526e-10
1244,6.937071270217752e-11
1245,7.12459875200423e-10
1246,1.6086488653698454e-11
1247,2.069268056134771e-09
1248,5.994334632447864e-10
1249,5.5541209399569795e-09
1250,2.0132917362599954e-08
1251,8.125990436307319e-10
1252,5.558556079450408e-11
1253,5.558556079450408e-11
1254,2.233841280490495e-10
1255,1.0401423553774539e-10
1256,2.8149580398948606e-11
1257,2.225922318438135e-11
1258,1.9869864318072027e-10
1259,6.992757581111961e-11
1260,1.649711497854426e-11
1261,1.824049967244155e-11
1262,5.5724746180874716e-12
1263,2.5178442980973517e-34
1264,2.155847327935223e-11
1265,1.7982299824328859e-09
1266,5.434890817871349e-10
1267,1.5032831243560173e-57
1268,4.31705871518259e-10
1269,3.408648857450267e-09
1270,2.703271709439698e-08
1271,1.710937861336304e-09
1272,7.180594101069843e-10
1273,3.852858604948431e-09
1274,4.140192860859766e-27
1275,1.4449476944656837e-08
1276,8.197630514336562e-09
1277,5.55929752069857e-10
1278,4.65095477109961e-09
1279,8.934812040977727e-09
1280,1.4216388384483323e-09
1281,3.855510987825443e-21
1282,7.341281104507861e-09
1283,6.543332834849032e-10
1284,7.97589119181269e-09
1285,1.9232785433329683e-08
1286,2.2064886447675507e-08
1287,1.0367597871028876e-08
1288,4.28487249674961e-09
1289,1.476161700787109e-09
1290,9.104127683486845e-08
1291,8.770748148927771e-07
1292,2.7886736746973006e-39
1293,1.318125704512284e-08
1294,1.6856868231859064e-08
1295,1.6856868231859064e-08
1296,3.122972945950903e-08
1297,4.5122972632596734e-08
1298,5.652566190623458e-08
1299,1.5094327285419188e-06
1300,2.605558757521643e-07
1301,7.63444272544136e-08
1302,1.9644840868301765e-07
1303,7.0060942863821325e-06
1304,2.6363310140927725e-09
1305,5.891341844212495e-10
1306,3.1245257132285426e-07
1307,2.6566506973354068e-08
1308,4.2202830705915335e-08
1309,2.777637955236373e-06
1310,3.083604905606973e-07
1311,1.2322638908922461e-08
1312,5.78578244564367e-09
1313,1.434981834803104e-25
1314,2.9968136325368675e-25
1315,6.822003556247808e-25
1316,2.7661669755299907e-26
1317,1.38200618934022e-27
1318,2.893344777510214e-26
1319,8.917665818916037e-24
1320,2.5333186295281896e-24
1321,4.919602180520078e-25
1322,2.996158496043653e-25
1323,1.650227196506294e-25
1324,2.0730562839229616e-23
1325,1.1472810536484826e-25
1326,1.0457808109480517e-23
1327,5.248141575116698e-25
1328,1.9068818668360514e-24
1329,5.192614831952703e-27
1330,1.811696504499602e-27
1331,6.187923918398252e-28
1332,1.5274986283973598e-26
1333,1.2901069478665703e-22
1334,7.490921625980975e-26
1335,1.3805413899427654e-25
1336,3.6399435780168374e-25
1337,2.3674178605201474e-26
1338,2.4282653723475528e-27
1339,7.52989984855907e-33
1340,2.4685934249832427e-34
1341,8.159804821723194e-38
1342,2.7742655557095423e-38
1343,4.5795064224147705e-35
1344,8.409170349761358e-37
1345,1.7005122274595325e-34
1346,3.299085136552485e-36
1347,2.2821829720673965e-35
1348,5.229485878150916e-36
1349,9.670666378666994e-34
1350,4.998841925647672e-32
1351,2.765817895905825e-34
1352,9.445572023276347e-32
1353,6.081032929307147e-34
1354,7.115670130532257e-33
1355,1.1757847587274174e-27
1356,1.0597701533795126e-30
1357,5.664719726362668e-28
1358,9.383958347316542e-31
1359,2.5077959347568393e-29
1360,6.244692618441899e-29
1361,2.4105779975742876e-25
1362,7.271520955619831e-26
1363,2.1695622455800587e-28
1364,3.4288235959524584e-25
1365,1.1372961344002019e-27
1366,7.877825012625e-27
1367,6.556555462388007e-28
1368,2.3808722751571598e-29
1369,6.47324527912464e-29
1370,3.5978540088667904e-28
1371,6.373463864119485e-30
1372,4.2970570480078455e-26
1373,1.5254392665685154e-26
1374,9.930850804788684e-25
1375,8.70228880376178e-26
1376,5.516542696254353e-26
1377,3.7256938745009005e-25
1378,1.0854191402895391e-27
1379,3.164608187517946e-41
1380,6.594155032115195e-32
1381,3.683674874791764e-27
1382,8.305149594271517e-29
1383,8.441123392809564e-29
1384,8.098646125980179e-26
1385,2.0141545805735035e-29
1386,6.39771548090981e-28
1387,5.860301175162651e-23
1388,4.176192962364525e-28
1389,2.3925045318759997e-25
1390,1.4962523622228232e-26
1391,4.970038416202538e-27
1392,5.460064413621692e-26
1393,4.283160595817691e-30
1394,7.8126841168880585e-31
1395,1.4914268480882764e-27
1396,4.5143499293906906e-30
1397,8.117815317993622e-32
1398,5.833653392783062e-32
1399,4.483558540496406e-31
1400,1.3638682485733433e-27
1401,1.0567342400414974e-24
1402,1.394379381772254e-29
1403,3.1092243064521717e-34
1404,5.623335542394366e-33
1405,1.3483521878893887e-32
1406,2.0374035398496938e-31
1407,1.7804080185108745e-32
1408,6.075055716648873e-31
1409,1.6926856005775625e-29
1410,5.199804053630175e-33
1411,1.0319996187746637e-40
1412,6.156940735480231e-34
1413,3.3314988752463216e-30
1414,3.272157333585835e-30
1415,2.3985804356235843e-29
1416,2.510743108824156e-32
1417,1.9130219380941865e-32
1418,7.198023177812286e-31
1419,4.0045065361980845e-32
1420,4.1995516702755385e-36
1421,6.159025731270132e-32
1422,2.100862390352894e-31
1423,2.6644163588885297e-31
1424,7.86678463050367e-33
1425,4.338196790126444e-31
1426,1.1048778717182117e-58
1427,3.2875263860411986e-128
1428,2.4137812205934387e-33
1429,3.2212683377493623e-31
1430,4.5889464269854014e-29
1431,6.091811764045284e-30
1432,5.624887467168588e-31
1433,1.6684336618962207e-31
1434,4.212009827719551e-32
1435,8.110852317271639e-28
1436,3.448508627170401e-28
1437,1.686609311398024e-25
1438,4.8149796396513105e-30
1439,5.139081025615543e-28
1440,3.2791369682092597e-29
1441,3.747639602653919e-29
1442,5.033059780128457e-31
1443,7.68369856737402e-32
1444,1.0791619934711904e-31
1445,2.3165477085806154e-36
1446,9.753746361101345e-31
1447,7.875593897720607e-30
1448,8.105800812783189e-28
1449,1.5844781802683412e-29
1450,4.742585666296058e-29
1451,2.524475617851446e-29
1452,1.0608096059672363e-29
1453,4.589353109302622e-30
1454,8.208167742723311e-31
1455,3.6837198581735697e-32
1456,2.425614644087155e-33
1457,8.348994756700537e-33
1458,1.4516435790999004e-33
1459,2.9291310007220605e-35
1460,1.201625245287799e-38
1461,1.0114218740392907e-36
1462,6.079473410859421e-38
1463,1.8861851866848836e-156
1464,2.353569845074839e-34
1465,3.0318111932759007e-33
1466,8.015667240726443e-35
1467,1.8240583167616897e-37
1468,1.51554277282807e-36
1469,1.820022702164064e-36
1470,1.969805331627028e-36
1471,1.0275155689450965e-35
1472,8.021282274211891e-33
1473,2.0747235998868457e-40
1474,4.997754824639427e-38
1475,5.234482111845707e-36
1476,2.473248590636639e-37
1477,7.83005066069823e-33
1478,3.31498737156904e-37
1479,9.020742680739933e-37
1480,4.684835759209959e-36
1481,3.5747762055582966e-36
1482,2.139741057587598e-31
1483,3.1557235292944074e-33
1484,5.906354211322126e-36
1485,6.429443294236891e-35
1486,2.851908545847666e-35
1487,4.738449973685655e-36
1488,3.652205155619917e-35
1489,4.603698064478924e-33
1490,3.3666538307074024e-33
1491,6.602417337457376e-35
1492,1.880350329227523e-33
1493,7.59558396376233e-32
1494,6.877651155106073e-34
1495,2.9084586100575246e-30
1496,5.056242619336434e-32
1497,1.589641840765081e-35
1498,1.4205623361680997e-41
1499,1.2097143273461963e-31
1500,1.0723288572291843e-35
1501,4.232887427057602e-31
1502,1.0289722106178919e-35
1503,4.016555224689069e-37
1504,2.6425505400147106e-34
1505,2.9944588890520557e-33
1506,1.398272931292238e-30
1507,1.034956689043325e-34
1508,4.588212471803003e-34
1509,2.2351366510925433e-34
1510,1.1682885541798745e-30
1511,1.024024100904175e-32
1512,2.1855012336465113e-36
1513,1.0033253164391774e-35
1514,3.6184168463021615e-36
1515,1.8680615715107014e-34
1516,9.293131446324014e-35
1517,8.656978519340928e-34
1518,6.880676897700546e-36
1519,1.550954295906306e-35
1520,1.875534195403053e-36
1521,4.7828836182091044e-32
1522,1.5996609368400282e-36
1523,1.6583126691714535e-37
1524,5.262665164575573e-34
1525,1.073919868922047e-34
1526,3.562169256099593e-39
1527,9.521112722807038e-38
1528,1.3279896269301778e-35
1529,2.8574416700539313e-37
1530,1.1825989869348896e-35
1531,2.4055993651050455e-36
1532,6.947309035546715e-37
1533,8.680546873310815e-42
1534,9.336698409627366e-40
1535,1.2063124457690057e-36
1536,8.438724416039527e-32
1537,4.296601317390306e-35
1538,6.268888300972672e-37
1539,3.976533263098927e-36
1540,6.87817872423716e-35
1541,1.0361219261492206e-35
1542,3.5827399421929165e-39
1543,7.300508394006139e-38
1544,2.890984987468246e-38
1545,2.1035643280795607e-35
1546,8.230407295316529e-39
1547,6.909168084471408e-39
1548,1.2401578641270213e-40
1549,8.037638705722609e-38
1550,1.0027585110680139e-36
1551,9.050509341352933e-43
1552,7.116956858862201e-40
1553,8.628436574336611e-44
1554,1.1948109780175145e-36
1555,1.4730879908709415e-39
1556,5.062423060418268e-38
1557,9.206426121213831e-41
1558,7.3387074590302266e-40
1559,1.459202963810003e-42
1560,1.1471856609378726e-43
1561,3.5995137976378327e-39
1562,1.5724201257468978e-41
1563,5.064376541089269e-43
1564,1.4149833874897971e-44
1565,3.005810697768944e-47
1566,5.264539243592012e-44
1567,2.9464920681018843e-44
1568,5.875958628192385e-44
1569,1.3367132304211872e-44
1570,6.523978359826012e-43
1571,1.1025204135634926e-46
1572,8.653485220111847e-48
1573,1.1247293396342049e-48
1574,4.126523179629791e-33
1575,2.5329384021762133e-32
1576,8.752474673718585e-31
1577,7.979925704798907e-33
1578,2.2925063222265967e-30
1579,2.5206239239845116e-30
1580,6.736483553376681e-33
1581,1.395863911574823e-35
1582,3.730792962993907e-35
1583,1.234662935842168e-37
1584,7.205650784858757e-40
1585,2.3090032686627482e-61
1586,5.904190481578157e-37
1587,3.6195636217372642e-37
1588,3.587052917180966e-37
1589,6.186776918120519e-38
1590,1.2406548250330827e-40
1591,3.27563043769563e-37
1592,7.4744936618136546e-37
1593,1.813770443391852e-48
1594,1.1457449483980649e-38
1595,2.2495495146306962e-31
1596,4.263926565318484e-09
1597,8.730978388672472e-09
1598,3.933378629932208e-08
1599,7.114920985414764e-08
1600,5.809400674561921e-09
1601,9.139522649788088e-07
1602,7.236301579925503e-08
1603,4.552856440014423e-07
1604,4.947779196141599e-06
1605,3.7422970828417855e-05
1606,0.0002106131525866251
1607,5.412930920570678e-05
1608,3.501474397492571e-07
1609,9.563633554592066e-07
1610,1.4887956475362462e-06
1611,1.0249031527998737e-07
1612,8.716484497952218e-07
1613,4.495819567243241e-08
1614,1.381968815695719e-06
1615,1.5849111998773357e-05
1616,7.572210700865133e-06
1617,2.1974639878903814e-07
1618,1.0514448060543142e-06
1619,8.505078935685364e-08
1620,8.299813684459891e-07
1621,1.4442843258215166e-06
1622,2.1702138332631635e-06
1623,1.6217220289445158e-10
1624,9.603830138470345e-09
1625,4.0158094725045634e-09
1626,9.162601227524533e-11
1627,3.824036860346228e-14
1628,7.96924650059662e-10
1629,9.505321274605782e-11
1630,1.8029127622399756e-10
1631,1.8660022398393735e-10
1632,1.8029127622399756e-10
1633,1.1359150190599192e-10
1634,4.121682147261501e-11
1635,6.880112418958668e-10
1636,1.0185590238677211e-08
1637,1.3587587287312124e-09
1638,2.3734367092681144e-09
1639,3.453821676698229e-10
1640,1.5896595730625806e-09
1641,9.954493563010294e-11
1642,4.224522137450205e-10
1643,2.028755558623189e-61
1644,9.484742860705852e-12
1645,1.681824733730594e-10
1646,1.347384857237437e-11
1647,2.704240520230618e-10
1648,1.6670525273027897e-10
1649,8.608690575275981e-11
1650,5.555299454855312e-11
1651,4.2314525760122044e-10
1652,1.216119073925029e-10
1653,9.598403402569382e-12
1654,8.416487489542306e-12
1655,1.3551799755667786e-10
1656,1.2550427571108839e-11
1657,3.2708592976654984e-11
1658,8.84852319643558e-11
1659,1.3861270975745352e-09
1660,1.7853358621185076e-11
1661,1.1548953648839783e-09
1662,1.2225452103701552e-10
1663,3.345635089414173e-14
1664,9.425205406636747e-11
1665,3.5429559809939265e-11
1666,3.612137352158894e-11
1667,6.7261527311326745e-09
1668,6.7261527311326745e-09
1669,6.7261527311326745e-09
1670,1.8671805713419235e-09
1671,4.871117672439164e-09
1672,4.871117672439164e-09
1673,5.536504462395269e-09
1674,4.871117672439164e-09
1675,1.4395383136541394e-08
1676,2.350913440146625e-09
1677,3.1825083832540676e-08
1678,9.738141477094519e-08
1679,5.6789861855859614e-09
1680,5.6789861855859614e-09
1681,2.18206945260725e-07
1682,5.7958441413878084e-09
1683,4.2519427407416335e-09
1684,5.254631224241343e-22
1685,2.9377740103042885e-08
1686,1.0773820221494851e-07
1687,1.1436983966752874e-07
1688,8.006210417918576e-08
1689,8.895198831168189e-09
1690,1.909910292741658e-09
1691,7.07066923883004e-09
1692,1.615707368916245e-10
1693,5.17822507216494e-09
1694,2.4329468588814434e-09
